1.175272343923154494e+00,1.103885260766162446e+00,1.439138700147054806e+00,1.178587470628826850e+00,7.263097583643798316e-01,7.253817852862312066e-01,1.412094382583745755e+00,1.297196795890442900e+00,9.954434216828644821e-01,1.072281433705711606e+00,1.239293469950439430e+00,1.229871999374097413e+00,6.274649129603062647e-01,8.908264484326195998e-01,1.167044614970222938e+00,1.097939696502294282e+00,6.898539899783031615e-01,7.810051209090147495e-01,1.330114949677806635e+00,1.295297628482444452e+00,6.876200162583359088e-01,6.077706379050482610e-01,1.474837810899146007e+00,9.986167627638451449e-01,6.121298770702878755e-01,9.392774509876176126e-01,1.603647968878249230e+00,1.460510791209117087e+00,9.881032502231619219e-01,1.435166732824029623e+00,3.677591395865022150e+00,4.323940900108709684e+00
1.031213896317069612e+00,7.176738060227876304e-01,1.560858940356638414e+00,1.268374901315553416e+00,5.343844777067374707e-01,7.660490736005840517e-01,1.237702667096186815e+00,1.129285209631575526e+00,8.073690086042688563e-01,7.095999638182775016e-01,1.365668790824940970e+00,1.062565172547238035e+00,8.402871167130001595e-01,5.162517124355758824e-01,9.703099781570472260e-01,1.073623790221461149e+00,8.894168076274695522e-01,3.984777387903477575e-01,1.460595852453934640e+00,9.947895091530654099e-01,8.431911865023948849e-01,4.234691751886430211e-01,1.354936698242966031e+00,1.083815881417024229e+00,1.155543232213460669e+00,8.537937484016993039e-01,1.618293914434730141e+00,1.413558790788044917e+00,8.712152950092217907e-01,7.872497910981337554e-01,3.630179097147788525e+00,3.495827165374464585e+00
1.081876424771905931e+00,1.123523886970872354e+00,1.570731898660312709e+00,1.002076343780856860e+00,8.184816737751816618e-01,6.870927352774742758e-01,1.032463717827852179e+00,9.744512295178537897e-01,8.164832799080272707e-01,7.796078480756136742e-01,1.321951699256715074e+00,1.102980972749151078e+00,6.860506697371420159e-01,9.005459090396925603e-01,1.217119416694572465e+00,1.305661769307619124e+00,9.267938641550585999e-01,9.077210463283904573e-01,1.005101644412377482e+00,1.133988995992240234e+00,5.143816451335965212e-01,6.431627683937790607e-01,1.246724955555293946e+00,1.449183102985728056e+00,9.290228208186022130e-01,6.912315937640869379e-01,1.418164297272369367e+00,1.301315498491760536e+00,1.315602558023101665e+00,1.894309100609348206e+00,3.056875564897836739e+00,3.154587526061675362e+00
1.524638107556086197e+00,7.678167183024129372e-01,1.369075330432963256e+00,1.046396620647271902e+00,5.733085161774056360e-01,4.372112363197970808e-01,1.410314157712321048e+00,8.249028955680159925e-01,5.710293001782247302e-01,7.210850392062297942e-01,1.360777422212493093e+00,1.065304867944519174e+00,7.860557932664278269e-01,5.500329331516127240e-01,1.549637312136553646e+00,9.454813005419282490e-01,6.085876277035708881e-01,7.511046722266314646e-01,1.185878255913962676e+00,8.905096749837184689e-01,6.262480505523626562e-01,7.087071341409796332e-01,1.261282916791969910e+00,1.023431072405628584e+00,6.734596525175788884e-01,8.893033688606237774e-01,1.743947666516419304e+00,1.381482981952729006e+00,1.758213438737413981e+00,1.535891223360749791e+00,2.928975041383750977e+00,2.010827302398865868e+00
9.192123693960070341e-01,7.182813238902667763e-01,1.363263596080855677e+00,1.231439377209483155e+00,6.222514413425415114e-01,5.376678133970926865e-01,1.047857174939565539e+00,8.630915584633385151e-01,7.196014838455653262e-01,5.221139054515901989e-01,1.127249017650228780e+00,9.824675462228924516e-01,7.902212905032683921e-01,7.408433038700650286e-01,1.319264115129328729e+00,1.343889478432856777e+00,1.026288114455724099e+00,1.061667963313823293e+00,1.340162431005296639e+00,1.095437241569584330e+00,7.586005528652890462e-01,6.769997893372874387e-01,1.047857174939565539e+00,1.094296325435209383e+00,7.034621316137190661e-01,7.058270643873356676e-01,1.530665895187780734e+00,1.550482888928229386e+00,1.782457401615488379e+00,2.319451343990920122e+00,2.423044012389539148e+00,1.922769901181823116e+00
7.634053066726096404e-01,5.681387068575531885e-01,1.600451156116605489e+00,1.272767386365217135e+00,7.227333798902577655e-01,4.216101857517742246e-01,1.146139079821807627e+00,6.919537338561099205e-01,5.670235067639737281e-01,4.232318416387101934e-01,1.330089537430865221e+00,1.137971160015354144e+00,9.461005359094087908e-01,6.676307912902643693e-01,1.452944433976085747e+00,1.392267422710062874e+00,9.590574691525830531e-01,1.196050715444698653e+00,1.529102920146101496e+00,1.176453201042306773e+00,6.922902035610150051e-01,8.230585272015673581e-01,1.169414107415946091e+00,1.147778615250217626e+00,8.745136065771248468e-01,4.820406780344228537e-01,1.300155787211792813e+00,1.170565794769515833e+00,1.700880474165671785e+00,2.594399271862698697e+00,2.483551897095310323e+00,2.206631263146675792e+00
-2.731499999999999773e+02,7.133798165189659812e-01,1.261883788871557499e+00,6.973340530906284584e-01,6.576702231774902430e-01,6.048553683457953412e-01,8.356922417064538422e-01,7.298414149161089881e-01,7.312468300740988525e-01,7.003516646826142278e-01,1.245925167130337741e+00,1.169582070315357214e+00,1.597842991156824155e+00,1.435180928851423232e+00,2.176836226955629172e+00,1.826158951296633859e+00,1.640427294520520718e+00,1.397377337044247270e+00,2.090416347192274316e+00,1.594247164110299764e+00,1.277246051760982937e+00,9.001733683097654648e-01,1.308462715669975296e+00,1.277074818897801833e+00,8.923436040039973705e-01,8.264256732177273079e-01,1.162664802750384752e+00,1.673755262833878987e+00,9.834003880248474161e-01,9.306893988394335793e-01,1.702982295982280903e+00,1.733311776802167969e+00
7.206123691419179522e-01,9.346561888122550954e-02,1.077089659864952864e+00,1.102852990123665222e+00,5.365547237038867934e-01,4.723633676937311066e-01,1.008873887389484025e+00,9.713259479738667324e-01,8.792820820138445015e-01,8.885737285445429734e-01,1.503111259409308786e+00,1.421360132503707518e+00,1.698016475261397318e+00,1.801470497538844029e+00,2.362007713361151673e+00,2.416332874178749535e+00,1.917048248138485178e+00,1.770849325703466093e+00,2.189017479970118529e+00,2.215088853452186868e+00,1.327471876427239295e+00,1.012674087718096416e+00,1.720041977710934589e+00,1.001126491069555868e+00,1.076407532627456476e+00,7.018768592324704514e-01,1.365924803179893843e+00,1.320170117982797819e+00,1.037778848780419594e+00,6.040584815205534142e-01,1.709916314351573874e+00,1.579548688381976262e+00
9.557012038129641951e-01,7.419846640267451221e-01,1.383480104297689195e+00,1.139105223676608603e+00,5.928498667743724582e-01,1.473577173300668619e-01,1.087774122260270815e+00,8.817918908716819715e-01,9.390196068885074965e-01,1.053530823681285256e+00,1.755863013043949650e+00,1.781035317044086241e+00,3.126179590095091498e+00,3.262459741918348755e+00,3.955169262300330502e+00,3.912253090729450378e+00,2.565436558009707824e+00,1.994888516578328108e+00,3.615825984826415151e+00,2.774074504222369342e+00,2.116071307676918423e+00,2.027442713447271672e+00,1.635975849273165750e+00,1.440472824328765000e+00,7.109419397975216270e-01,9.783949590876090951e-01,1.286332889398465795e+00,1.276669381356384747e+00,6.492001670142713010e-01,9.556974678196752393e-01,1.460635209441022653e+00,1.838840009050500157e+00
1.065744159556516024e+00,7.752662831717884728e-01,1.321080093004184164e+00,1.169576664612122840e+00,6.885302857748456518e-01,4.091533291339146672e-01,1.234958618646714967e+00,9.052688724962649758e-01,6.508140169775060713e-01,1.120473349966573551e+00,1.719720892686325442e+00,2.426949687805176836e+00,3.011844956724473832e+00,3.397312958552618056e+00,4.357270611472472410e+00,4.243089976722615120e+00,3.147367907213094895e+00,2.680164053436442373e+00,3.093594528043354330e+00,3.430867565429196020e+00,2.992101235527229619e+00,1.993198633241433981e+00,2.130522855625770262e+00,1.460960681615006251e+00,9.221512559841471557e-01,7.133995715664127601e-01,1.456836536998878273e+00,1.425469729132487373e+00,6.445215608176795286e-01,7.702879478275690417e-01,1.470927215088863704e+00,1.501663166544119576e+00
